Group name,Folder,Lake (GLP-NGLP),Picture,"Individual (1,2,3)","Instar (1,2)",Sex (m/f),Distal Spine Length (mm)
musafija-cleghorn,08BS060,GLP,8,2,2,M,5.852
musafija-cleghorn,08BS060,GLP,19,2,2,F,5.87
musafija-cleghorn,08BS060,GLP,36,2,2,F,5.893
musafija-cleghorn,08BS060,GLP,15,2,2,F,5.912
musafija-cleghorn,08BS060,GLP,13,2,2,F,5.921
musafija-cleghorn,08BS060,GLP,50,1,2,M,5.937
musafija-cleghorn,08BS060,GLP,52,2,2,M,5.943
musafija-cleghorn,08BS060,GLP,4,2,2,F,5.957
musafija-cleghorn,08BS060,GLP,51,3,2,F,5.964
musafija-cleghorn,08BS060,GLP,10,2,2,F,5.976
musafija-cleghorn,08BS060,GLP,32,2,2,M,5.98
musafija-cleghorn,08BS060,GLP,52,1,2,F,5.994
musafija-cleghorn,08BS060,GLP,25,2,2,F,6.017
musafija-cleghorn,08BS060,GLP,9,2,2,F,6.022
musafija-cleghorn,08BS060,GLP,42,2,2,F,6.022
musafija-cleghorn,08BS060,GLP,50,3,2,M,6.022
musafija-cleghorn,08BS060,GLP,37,2,2,F,6.043
musafija-cleghorn,08BS060,GLP,5,2,2,F,6.069
musafija-cleghorn,08BS060,GLP,51,2,2,F,6.071
musafija-cleghorn,08BS060,GLP,54,2,2,F,6.083
musafija-cleghorn,08BS060,GLP,54,3,2,F,6.087
musafija-cleghorn,08BS060,GLP,28,2,2,F,6.102
musafija-cleghorn,08BS060,GLP,30,2,2,M,6.122
musafija-cleghorn,08BS060,GLP,52,3,2,F,6.137
musafija-cleghorn,08BS060,GLP,53,2,2,F,6.145
musafija-cleghorn,08BS060,GLP,23,2,2,F,6.169
musafija-cleghorn,08BS060,GLP,54,1,2,F,6.194
musafija-cleghorn,08BS060,GLP,31,2,2,F,6.212
musafija-cleghorn,08BS060,GLP,39,2,2,F,6.219
musafija-cleghorn,08BS060,GLP,43,2,2,F,6.222
musafija-cleghorn,08BS060,GLP,53,3,2,F,6.233
musafija-cleghorn,08BS060,GLP,24,2,2,F,6.357
musafija-cleghorn,08BS060,GLP,38,2,2,F,6.645
Olivia-Taylor,08BS029,GLP,24,2,2,f,5.299
Olivia-Taylor,08BS029,GLP,37,1,2,m,5.43
Olivia-Taylor,08BS029,GLP,36,1,2,f,5.463
Olivia-Taylor,08BS029,GLP,46,1,2,m,5.534
Olivia-Taylor,08BS029,GLP,4,2,2,m,5.544
Olivia-Taylor,08BS029,GLP,11,1,2,m,5.557
Olivia-Taylor,08BS029,GLP,43,2,2,m,5.599
Olivia-Taylor,08BS029,GLP,35,2,2,f,5.625
Olivia-Taylor,08BS029,GLP,47,2,2,m,5.641
Olivia-Taylor,08BS029,GLP,31,1,2,f,5.66
Olivia-Taylor,08BS029,GLP,47,1,2,f,5.661
Olivia-Taylor,08BS029,GLP,45,2,2,f,5.668
Olivia-Taylor,08BS029,GLP,11,2,2,m,5.699
Olivia-Taylor,08BS029,GLP,3,2,2,f,5.733
Olivia-Taylor,08BS029,GLP,43,1,2,f,5.766
Olivia-Taylor,08BS029,GLP,26,2,2,m,5.775
Olivia-Taylor,08BS029,GLP,29,1,2,f,5.787
Olivia-Taylor,08BS029,GLP,48,1,2,m,5.814
Olivia-Taylor,08BS029,GLP,15,2,2,m,5.825
Olivia-Taylor,08BS029,GLP,49,1,2,m,5.834
Olivia-Taylor,08BS029,GLP,10,2,2,m,5.84
Olivia-Taylor,08BS029,GLP,28,2,2,f,5.867
Olivia-Taylor,08BS029,GLP,17,2,2,m,5.876
Olivia-Taylor,08BS029,GLP,19,2,2,m,5.888
Olivia-Taylor,08BS029,GLP,39,1,2,m,5.889
Olivia-Taylor,08BS029,GLP,18,2,2,m,5.941
Olivia-Taylor,08BS029,GLP,9,2,2,m,5.952
Olivia-Taylor,08BS029,GLP,35,1,2,f,5.957
Olivia-Taylor,08BS029,GLP,13,2,2,m,5.962
Olivia-Taylor,08BS029,GLP,22,2,2,m,5.972
Olivia-Taylor,08BS029,GLP,37,2,2,f,5.992
Olivia-Taylor,08BS029,GLP,23,2,2,f,6.002
Olivia-Taylor,08BS029,GLP,14,2,2,f,6.01
Olivia-Taylor,08BS029,GLP,42,1,2,m,6.037
Olivia-Taylor,08BS029,GLP,38,1,2,f,6.047
Olivia-Taylor,08BS029,GLP,2,2,2,f,6.069
Olivia-Taylor,08BS029,GLP,44,1,2,m,6.088
Olivia-Taylor,08BS029,GLP,30,1,2,m,6.112
Olivia-Taylor,08BS029,GLP,25,2,2,f,6.127
Olivia-Taylor,08BS029,GLP,5,2,2,m,6.138
Olivia-Taylor,08BS029,GLP,45,1,2,f,6.139
Olivia-Taylor,08BS029,GLP,40,1,2,f,6.178
Olivia-Taylor,08BS029,GLP,42,2,2,m,6.195
Olivia-Taylor,08BS029,GLP,16,2,2,m,6.227
Olivia-Taylor,08BS029,GLP,41,1,2,m,6.233
Olivia-Taylor,08BS029,GLP,20,2,2,m,6.284
Olivia-Taylor,08BS029,GLP,6,2,2,m,6.288
Olivia-Taylor,08BS029,GLP,31,1,2,f,6.294
Olivia-Taylor,08BS029,GLP,21,2,2,f,6.321
Olivia-Taylor,08BS029,GLP,39,2,2,m,6.342
Olivia-Taylor,08BS029,GLP,27,2,2,f,6.361
Olivia-Taylor,08BS029,GLP,12,2,2,m,6.403
Ornawka-KearnanCarbonneau,08BS061,GLP,25,2,2,m,5.406
Ornawka-KearnanCarbonneau,08BS061,GLP,16,2,2,m,5.434
Ornawka-KearnanCarbonneau,08BS061,GLP,23,2,2,f,5.438
Ornawka-KearnanCarbonneau,08BS061,GLP,49,1,2,m,5.587
Ornawka-KearnanCarbonneau,08BS061,GLP,48,2,2,m,5.588
Ornawka-KearnanCarbonneau,08BS061,GLP,35,2,2,f,5.64
Ornawka-KearnanCarbonneau,08BS061,GLP,31,2,2,m,5.667
Ornawka-KearnanCarbonneau,08BS061,GLP,36,2,2,m,5.674
Ornawka-KearnanCarbonneau,08BS061,GLP,28,2,2,m,5.731
Ornawka-KearnanCarbonneau,08BS061,GLP,46,1,2,m,5.746
Ornawka-KearnanCarbonneau,08BS061,GLP,34,2,2,f,5.749
Ornawka-KearnanCarbonneau,08BS061,GLP,15,2,2,f,5.804
Ornawka-KearnanCarbonneau,08BS061,GLP,50,1,2,f,5.843
Ornawka-KearnanCarbonneau,08BS061,GLP,18,2,2,f,5.887
Ornawka-KearnanCarbonneau,08BS061,GLP,14,2,2,m,5.89
Ornawka-KearnanCarbonneau,08BS061,GLP,45,2,2,m,5.904
Ornawka-KearnanCarbonneau,08BS061,GLP,40,2,2,f,5.913
Ornawka-KearnanCarbonneau,08BS061,GLP,37,2,2,m,5.957
Ornawka-KearnanCarbonneau,08BS061,GLP,26,2,2,m,5.974
Ornawka-KearnanCarbonneau,08BS061,GLP,20,2,2,f,5.998
Ornawka-KearnanCarbonneau,08BS061,GLP,47,1,2,f,6.012
Ornawka-KearnanCarbonneau,08BS061,GLP,22,2,2,m,6.013
Ornawka-KearnanCarbonneau,08BS061,GLP,44,2,2,m,6.014
Ornawka-KearnanCarbonneau,08BS061,GLP,38,2,2,f,6.018
Ornawka-KearnanCarbonneau,08BS061,GLP,43,2,2,f,6.041
Ornawka-KearnanCarbonneau,08BS061,GLP,19,2,2,m,6.07
Ornawka-KearnanCarbonneau,08BS061,GLP,3,2,2,m,6.077
Ornawka-KearnanCarbonneau,08BS061,GLP,17,2,2,f,6.078
Ornawka-KearnanCarbonneau,08BS061,GLP,33,2,2,m,6.078
Ornawka-KearnanCarbonneau,08BS061,GLP,39,2,2,f,6.112
Ornawka-KearnanCarbonneau,08BS061,GLP,21,2,2,m,6.119
Ornawka-KearnanCarbonneau,08BS061,GLP,48,1,2,m,6.123
Ornawka-KearnanCarbonneau,08BS061,GLP,27,2,2,f,6.127
Ornawka-KearnanCarbonneau,08BS061,GLP,46,2,2,m,6.135
Ornawka-KearnanCarbonneau,08BS061,GLP,32,2,2,m,6.176
Ornawka-KearnanCarbonneau,08BS061,GLP,24,2,2,m,6.306
Ornawka-KearnanCarbonneau,08BS061,GLP,12,2,2,f,6.328
Ornawka-KearnanCarbonneau,08BS061,GLP,50,2,2,m,6.377
Ornawka-KearnanCarbonneau,08BS061,GLP,11,2,2,f,6.618
Ornawka-KearnanCarbonneau,08BS061,GLP,10,2,2,m,6.635
Ornawka-KearnanCarbonneau,08BS061,GLP,2,2,2,m,6.667
Ornawka-KearnanCarbonneau,08BS061,GLP,4,2,2,m,6.895
Ornawka-KearnanCarbonneau,08BS061,GLP,8,2,2,m,6.904
Ornawka-KearnanCarbonneau,08BS061,GLP,9,2,2,m,6.998
Ornawka-KearnanCarbonneau,08BS061,GLP,13,2,2,f,7.025
Ornawka-KearnanCarbonneau,08BS061,GLP,7,2,2,f,7.144
Ornawka-KearnanCarbonneau,08BS061,GLP,5,2,2,f,7.173
Ornawka-KearnanCarbonneau,08BS061,GLP,6,2,2,m,7.282
Peever-Thomson,08BS054,GLP,27,2,2,f,5.376
Peever-Thomson,08BS054,GLP,6,2,2,f,5.513
Peever-Thomson,08BS054,GLP,32,3,2,f,5.55
Peever-Thomson,08BS054,GLP,31,3,2,f,5.586
Peever-Thomson,08BS054,GLP,36,3,2,m,5.661
Peever-Thomson,08BS054,GLP,36,1,2,f,5.67
Peever-Thomson,08BS054,GLP,26,3,2,f,5.688
Peever-Thomson,08BS054,GLP,34,2,2,f,5.711
Peever-Thomson,08BS054,GLP,28,3,2,f,5.75
Peever-Thomson,08BS054,GLP,3,2,2,m,5.752
Peever-Thomson,08BS054,GLP,27,3,2,f,5.765
Peever-Thomson,08BS054,GLP,28,2,2,f,5.772
Peever-Thomson,08BS054,GLP,33,3,2,f,5.774
Peever-Thomson,08BS054,GLP,32,1,2,f,5.78
Peever-Thomson,08BS054,GLP,24,3,2,f,5.784
Peever-Thomson,08BS054,GLP,30,1,2,f,5.801
Peever-Thomson,08BS054,GLP,29,1,2,f,5.826
Peever-Thomson,08BS054,GLP,23,1,2,f,5.85
Peever-Thomson,08BS054,GLP,25,3,2,f,5.875
Peever-Thomson,08BS054,GLP,31,1,2,f,5.883
Peever-Thomson,08BS054,GLP,26,2,2,m,5.892
Peever-Thomson,08BS054,GLP,8,2,2,f,5.898
Peever-Thomson,08BS054,GLP,31,2,2,f,5.913
Peever-Thomson,08BS054,GLP,26,1,2,f,5.924
Peever-Thomson,08BS054,GLP,27,1,2,f,5.927
Peever-Thomson,08BS054,GLP,35,2,2,f,5.933
Peever-Thomson,08BS054,GLP,7,2,2,m,5.956
Peever-Thomson,08BS054,GLP,25,2,2,f,5.964
Peever-Thomson,08BS054,GLP,33,2,2,f,5.97
Peever-Thomson,08BS054,GLP,23,2,2,f,5.973
Peever-Thomson,08BS054,GLP,37,1,2,m,5.976
Peever-Thomson,08BS054,GLP,4,2,2,f,5.977
Peever-Thomson,08BS054,GLP,32,2,2,f,6.003
Peever-Thomson,08BS054,GLP,24,2,2,f,6.025
Peever-Thomson,08BS054,GLP,33,1,2,f,6.034
Peever-Thomson,08BS054,GLP,29,3,2,m,6.048
Peever-Thomson,08BS054,GLP,24,1,2,f,6.066
Peever-Thomson,08BS054,GLP,25,1,2,f,6.097
Peever-Thomson,08BS054,GLP,2,2,2,m,6.106
Peever-Thomson,08BS054,GLP,37,2,2,f,6.168
Peever-Thomson,08BS054,GLP,28,1,2,m,6.18
Peever-Thomson,08BS054,GLP,5,2,2,m,6.188
Peever-Thomson,08BS054,GLP,30,3,2,f,6.188
Peever-Thomson,08BS054,GLP,37,3,2,m,6.197
Peever-Thomson,08BS054,GLP,34,1,2,f,6.212
Peever-Thomson,08BS054,GLP,35,1,2,f,6.217
Peever-Thomson,08BS054,GLP,29,2,2,f,6.253
Peever-Thomson,08BS054,GLP,35,3,2,m,6.28
Polfuss- Sora,08BS055,GLP,28,1,2,f,5.844
Polfuss- Sora,08BS055,GLP,26,3,2,m,5.859
Polfuss- Sora,08BS055,GLP,25,1,2,f,5.904
Polfuss- Sora,08BS055,GLP,30,2,2,f,5.945
Polfuss- Sora,08BS055,GLP,23,3,2,m,5.954
Polfuss- Sora,08BS055,GLP,23,1,2,m,6
Polfuss- Sora,08BS055,GLP,29,3,2,m,6.038
Polfuss- Sora,08BS055,GLP,26,2,2,f,6.061
Polfuss- Sora,08BS055,GLP,24,3,2,f,6.07
Polfuss- Sora,08BS055,GLP,25,2,2,f,6.076
Polfuss- Sora,08BS055,GLP,22,3,2,f,6.09
Polfuss- Sora,08BS055,GLP,28,3,2,f,6.141
Polfuss- Sora,08BS055,GLP,29,2,2,m,6.216
Polfuss- Sora,08BS055,GLP,38,2,2,f,6.254
Polfuss- Sora,08BS055,GLP,24,2,2,m,6.294
Polfuss- Sora,08BS055,GLP,28,2,2,m,6.328
Polfuss- Sora,08BS055,GLP,26,1,2,f,6.349
Polfuss- Sora,08BS055,GLP,25,3,2,f,6.513
Polfuss- Sora,08BS055,GLP,29,1,2,m,6.546
Polfuss- Sora,08BS055,GLP,24,1,2,m,6.574
Polfuss- Sora,08BS055,GLP,23,2,2,f,6.581
Polfuss- Sora,08BS055,GLP,22,1,2,f,6.602
polfuss-sora,08BS055,GLP,21,3,2,f,2.915
polfuss-sora,08BS055,GLP,9,2,2,f,5.547
polfuss-sora,08BS055,GLP,20,2,2,m,5.595
polfuss-sora,08BS055,GLP,18,2,2,f,5.727
polfuss-sora,08BS055,GLP,17,2,2,f,5.732
polfuss-sora,08BS055,GLP,17,3,2,f,5.742
polfuss-sora,08BS055,GLP,15,1,2,m,5.743
polfuss-sora,08BS055,GLP,6,2,2,f,5.783
polfuss-sora,08BS055,GLP,4,2,2,f,5.834
polfuss-sora,08BS055,GLP,11,2,2,f,5.838
polfuss-sora,08BS055,GLP,16,1,2,m,5.868
polfuss-sora,08BS055,GLP,14,2,2,f,5.927
polfuss-sora,08BS055,GLP,10,2,2,f,5.97
polfuss-sora,08BS055,GLP,19,3,2,f,5.995
polfuss-sora,08BS055,GLP,2,2,2,f,6.043
polfuss-sora,08BS055,GLP,5,2,2,f,6.047
polfuss-sora,08BS055,GLP,16,3,2,f,6.059
polfuss-sora,08BS055,GLP,7,2,2,f,6.068
polfuss-sora,08BS055,GLP,15,2,2,m,6.068
polfuss-sora,08BS055,GLP,9,1,2,f,6.072
polfuss-sora,08BS055,GLP,11,1,2,f,6.073
polfuss-sora,08BS055,GLP,3,2,2,f,6.075
polfuss-sora,08BS055,GLP,11,3,2,f,6.101
polfuss-sora,08BS055,GLP,16,2,2,f,6.103
polfuss-sora,08BS055,GLP,21,2,2,m,6.119
polfuss-sora,08BS055,GLP,17,1,2,f,6.131
polfuss-sora,08BS055,GLP,14,1,2,m,6.133
polfuss-sora,08BS055,GLP,15,3,2,m,6.148
polfuss-sora,08BS055,GLP,8,2,2,m,6.175
polfuss-sora,08BS055,GLP,14,3,2,f,6.193
polfuss-sora,08BS055,GLP,20,3,2,f,6.2
polfuss-sora,08BS055,GLP,10,1,2,f,6.312
polfuss-sora,08BS055,GLP,10,3,2,f,6.37
polfuss-sora,08BS055,GLP,20,1,2,f,6.378
polfuss-sora,08BS055,GLP,21,1,2,f,6.484
polfuss-sora,08BS055,GLP,19,2,2,m,6.536
Prigione-Harris,08BS055,GLP,9,2,2,f,5.374
Prigione-Harris,08BS055,GLP,20,3,2,f,5.393
Prigione-Harris,08BS055,GLP,17,2,2,f,5.587
Prigione-Harris,08BS055,GLP,17,3,2,f,5.603
Prigione-Harris,08BS055,GLP,25,3,2,f,5.62
Prigione-Harris,08BS055,GLP,28,1,2,f,5.62
Prigione-Harris,08BS055,GLP,24,1,2,f,5.657
Prigione-Harris,08BS055,GLP,15,1,2,f,5.678
Prigione-Harris,08BS055,GLP,21,3,2,f,5.684
Prigione-Harris,08BS055,GLP,20,2,2,?,5.692
Prigione-Harris,08BS055,GLP,29,3,2,f,5.707
Prigione-Harris,08BS055,GLP,4,2,2,f,5.718
Prigione-Harris,08BS055,GLP,11,2,2,f,5.723
Prigione-Harris,08BS055,GLP,6,2,2,f,5.731
Prigione-Harris,08BS055,GLP,18,2,2,f,5.743
Prigione-Harris,08BS055,GLP,16,1,2,f,5.79
Prigione-Harris,08BS055,GLP,22,3,2,f,5.796
Prigione-Harris,08BS055,GLP,25,2,2,f,5.802
Prigione-Harris,08BS055,GLP,29,2,2,f,5.837
Prigione-Harris,08BS055,GLP,10,2,2,f,5.857
Prigione-Harris,08BS055,GLP,23,3,2,f,5.86
Prigione-Harris,08BS055,GLP,28,2,2,f,5.863
Prigione-Harris,08BS055,GLP,17,1,2,f,5.866
Prigione-Harris,08BS055,GLP,28,3,2,f,5.88
Prigione-Harris,08BS055,GLP,16,3,2,f,5.928
Prigione-Harris,08BS055,GLP,11,1,2,f,5.937
Prigione-Harris,08BS055,GLP,3,2,2,f,5.943
Prigione-Harris,08BS055,GLP,2,2,2,f,5.963
Prigione-Harris,08BS055,GLP,21,2,2,m,5.964
Prigione-Harris,08BS055,GLP,24,2,2,f,5.972
Prigione-Harris,08BS055,GLP,7,2,2,f,5.979
Prigione-Harris,08BS055,GLP,19,3,2,f,5.979
Prigione-Harris,08BS055,GLP,5,2,2,f,5.981
Prigione-Harris,08BS055,GLP,14,2,2,f,5.998
Prigione-Harris,08BS055,GLP,14,1,2,?,6.023
Prigione-Harris,08BS055,GLP,15,2,2,f,6.029
Prigione-Harris,08BS055,GLP,11,3,2,f,6.034
Prigione-Harris,08BS055,GLP,15,3,2,f,6.034
Prigione-Harris,08BS055,GLP,25,1,2,f,6.044
Prigione-Harris,08BS055,GLP,14,3,2,f,6.051
Prigione-Harris,08BS055,GLP,8,2,2,f,6.067
Prigione-Harris,08BS055,GLP,16,2,2,f,6.068
Prigione-Harris,08BS055,GLP,23,2,2,f,6.096
Prigione-Harris,08BS055,GLP,22,2,2,f,6.117
Prigione-Harris,08BS055,GLP,10,1,2,f,6.149
Prigione-Harris,08BS055,GLP,24,3,2,f,6.182
Prigione-Harris,08BS055,GLP,29,1,2,f,6.216
Prigione-Harris,08BS055,GLP,19,2,2,f,6.226
Prigione-Harris,08BS055,GLP,10,3,2,f,6.231
Prigione-Harris,08BS055,GLP,19,1,2,f,6.249
Prigione-Harris,08BS055,GLP,21,1,2,f,6.299
Prigione-Harris,08BS055,GLP,20,1,2,f,6.315
Prigione-Harris,08BS055,GLP,23,1,2,f,6.42
Prigione-Harris,08BS055,GLP,32,2,2,f,6.627
Rodriguez-Stornebrink,08BS058,GLP,56,2,2,f,5.337
Rodriguez-Stornebrink,08BS058,GLP,53,2,2,f,5.494
Rodriguez-Stornebrink,08BS058,GLP,36,2,2,f,5.563
Rodriguez-Stornebrink,08BS058,GLP,54,2,2,f,5.581
Rodriguez-Stornebrink,08BS058,GLP,24,2,2,f,5.6
Rodriguez-Stornebrink,08BS058,GLP,3,2,2,f,5.63
Rodriguez-Stornebrink,08BS058,GLP,19,1,2,f,5.634
Rodriguez-Stornebrink,08BS058,GLP,55,2,2,f,5.648
Rodriguez-Stornebrink,08BS058,GLP,18,2,2,f,5.698
Rodriguez-Stornebrink,08BS058,GLP,40,1,2,f,5.722
Rodriguez-Stornebrink,08BS058,GLP,61,1,2,f,5.726
Rodriguez-Stornebrink,08BS058,GLP,38,2,2,f,5.729
Rodriguez-Stornebrink,08BS058,GLP,5,2,2,f,5.738
Rodriguez-Stornebrink,08BS058,GLP,59,1,2,f,5.742
Rodriguez-Stornebrink,08BS058,GLP,20,2,2,f,5.754
Rodriguez-Stornebrink,08BS058,GLP,10,2,2,f,5.776
Rodriguez-Stornebrink,08BS058,GLP,52,2,2,f,5.789
Rodriguez-Stornebrink,08BS058,GLP,51,2,2,f,5.79
Rodriguez-Stornebrink,08BS058,GLP,4,2,2,f,5.792
Rodriguez-Stornebrink,08BS058,GLP,2,2,2,m,5.798
Rodriguez-Stornebrink,08BS058,GLP,35,2,2,f,5.803
Rodriguez-Stornebrink,08BS058,GLP,7,2,2,f,5.815
Rodriguez-Stornebrink,08BS058,GLP,27,2,2,f,5.816
Rodriguez-Stornebrink,08BS058,GLP,32,2,2,f,5.818
Rodriguez-Stornebrink,08BS058,GLP,58,2,2,f,5.818
Rodriguez-Stornebrink,08BS058,GLP,6,2,2,f,5.841
Rodriguez-Stornebrink,08BS058,GLP,28,2,2,f,5.867
Rodriguez-Stornebrink,08BS058,GLP,18,1,2,f,5.872
Rodriguez-Stornebrink,08BS058,GLP,21,2,2,f,5.873
Rodriguez-Stornebrink,08BS058,GLP,37,2,2,f,5.879
Rodriguez-Stornebrink,08BS058,GLP,16,1,2,f,5.914
Rodriguez-Stornebrink,08BS058,GLP,34,2,2,f,5.935
Rodriguez-Stornebrink,08BS058,GLP,8,2,2,f,5.957
Rodriguez-Stornebrink,08BS058,GLP,9,2,2,f,5.957
Rodriguez-Stornebrink,08BS058,GLP,59,2,2,f,5.958
Rodriguez-Stornebrink,08BS058,GLP,60,1,2,f,5.968
Rodriguez-Stornebrink,08BS058,GLP,14,1,2,f,5.97
Rodriguez-Stornebrink,08BS058,GLP,50,2,2,f,5.975
Rodriguez-Stornebrink,08BS058,GLP,11,2,2,f,5.985
Rodriguez-Stornebrink,08BS058,GLP,17,1,2,f,5.99
Rodriguez-Stornebrink,08BS058,GLP,33,2,2,f,6.008
Rodriguez-Stornebrink,08BS058,GLP,17,2,2,f,6.009
Rodriguez-Stornebrink,08BS058,GLP,29,2,2,f,6.011
Rodriguez-Stornebrink,08BS058,GLP,26,2,2,f,6.035
Rodriguez-Stornebrink,08BS058,GLP,47,3,2,f,6.036
Rodriguez-Stornebrink,08BS058,GLP,14,2,2,f,6.041
Rodriguez-Stornebrink,08BS058,GLP,39,2,2,f,6.05
Rodriguez-Stornebrink,08BS058,GLP,25,2,2,f,6.056
Rodriguez-Stornebrink,08BS058,GLP,15,1,2,f,6.06
Rodriguez-Stornebrink,08BS058,GLP,57,2,2,f,6.077
Schnurr-Smiley,08BS010,GLP,17,3,2,f,5.344
Schnurr-Smiley,08BS010,GLP,5,2,2,f,5.471
Schnurr-Smiley,08BS010,GLP,20,1,2,f,5.617
Schnurr-Smiley,08BS010,GLP,7,2,2,f,5.719
Schnurr-Smiley,08BS010,GLP,10,2,2,f,5.841
Schnurr-Smiley,08BS010,GLP,24,1,2,f,5.936
Schnurr-Smiley,08BS010,GLP,8,2,2,f,5.999
Schnurr-Smiley,08BS010,GLP,4,2,2,f,6.035
Schnurr-Smiley,08BS010,GLP,23,2,2,f,6.052
Schnurr-Smiley,08BS010,GLP,20,2,2,f,6.06
Schnurr-Smiley,08BS010,GLP,6,2,2,N/A,6.189
Schnurr-Smiley,08BS010,GLP,24,2,2,f,6.207
Schnurr-Smiley,08BS010,GLP,9,2,2,f,6.249
Schnurr-Smiley,08BS010,GLP,23,3,2,f,6.297
Schnurr-Smiley,08BS010,GLP,8,1,2,f,6.305
Schnurr-Smiley,08BS010,GLP,25,2,2,m,6.321
Schnurr-Smiley,08BS010,GLP,14,2,2,f,6.446
Schnurr-Smiley,08BS010,GLP,25,3,2,m,6.483
Schnurr-Smiley,08BS010,GLP,24,3,2,m,6.63
Schnurr-Smiley,08BS010,GLP,7,1,2,f,6.901
Scott-Sawula,08BS065,GLP,2,1,2,f,5.231
Scott-Sawula,08BS065,GLP,10,2,2,f,5.375
Scott-Sawula,08BS065,GLP,3,2,2,f,5.568
Scott-Sawula,08BS065,GLP,3,1,2,f,5.68
Scott-Sawula,08BS065,GLP,9,1,2,f,5.756
Scott-Sawula,08BS065,GLP,15,2,2,f,5.758
Scott-Sawula,08BS065,GLP,5,2,2,m,5.765
Scott-Sawula,08BS065,GLP,6,1,2,f,5.816
Scott-Sawula,08BS065,GLP,19,3,2,f,5.889
Scott-Sawula,08BS065,GLP,14,3,2,f,5.908
Scott-Sawula,08BS065,GLP,17,1,2,f,5.915
Scott-Sawula,08BS065,GLP,15,1,2,f,5.947
Scott-Sawula,08BS065,GLP,17,3,2,f,6.044
Scott-Sawula,08BS065,GLP,8,2,2,m,6.054
Scott-Sawula,08BS065,GLP,5,1,2,f,6.167
Shaughnessy - Anderson,08BS052,GLP,4,1,2,M,5.6
Shaughnessy - Anderson,08BS052,GLP,13,2,2,M,5.6
Shaughnessy - Anderson,08BS052,GLP,15,2,2,F,5.6
Shaughnessy - Anderson,08BS052,GLP,32,1,2,F,5.6
Shaughnessy - Anderson,08BS052,GLP,35,1,2,M,5.6
Shaughnessy - Anderson,08BS052,GLP,2,2,2,M,5.7
Shaughnessy - Anderson,08BS052,GLP,16,2,2,F,5.7
Shaughnessy - Anderson,08BS052,GLP,17,2,2,M,5.7
Shaughnessy - Anderson,08BS052,GLP,22,1,2,F,5.7
Shaughnessy - Anderson,08BS052,GLP,26,1,2,F,5.7
Shaughnessy - Anderson,08BS052,GLP,37,1,2,F,5.7
Shaughnessy - Anderson,08BS052,GLP,41,1,2,M,5.7
Shaughnessy - Anderson,08BS052,GLP,41,2,2,F,5.7
Shaughnessy - Anderson,08BS052,GLP,5,2,2,M,5.8
Shaughnessy - Anderson,08BS052,GLP,6,3,2,M,5.8
Shaughnessy - Anderson,08BS052,GLP,21,2,2,M,5.8
Shaughnessy - Anderson,08BS052,GLP,3,2,2,M,5.9
Shaughnessy - Anderson,08BS052,GLP,9,3,2,F,5.9
Shaughnessy - Anderson,08BS052,GLP,12,2,2,F,5.9
Shaughnessy - Anderson,08BS052,GLP,28,1,2,M,5.9
Shaughnessy - Anderson,08BS052,GLP,30,1,2,F,5.9
Shaughnessy - Anderson,08BS052,GLP,34,1,2,F,5.9
Shaughnessy - Anderson,08BS052,GLP,36,1,2,F,5.9
Shaughnessy - Anderson,08BS052,GLP,39,2,2,F,5.9
Shaughnessy - Anderson,08BS052,GLP,4,2,2,F,6
Shaughnessy - Anderson,08BS052,GLP,7,2,2,M,6
Shaughnessy - Anderson,08BS052,GLP,8,2,2,M,6
Shaughnessy - Anderson,08BS052,GLP,11,1,2,F,6
Shaughnessy - Anderson,08BS052,GLP,25,1,2,M,6
Shaughnessy - Anderson,08BS052,GLP,31,1,2,M,6
Shaughnessy - Anderson,08BS052,GLP,33,1,2,M,6
Shaughnessy - Anderson,08BS052,GLP,38,1,2,M,6
Shaughnessy - Anderson,08BS052,GLP,9,1,2,F,6.1
Shaughnessy - Anderson,08BS052,GLP,10,2,2,F,6.1
Shaughnessy - Anderson,08BS052,GLP,11,2,2,M,6.1
Shaughnessy - Anderson,08BS052,GLP,14,2,2,M,6.1
Shaughnessy - Anderson,08BS052,GLP,18,2,2,F,6.1
Shaughnessy - Anderson,08BS052,GLP,19,2,2,F,6.1
Shaughnessy - Anderson,08BS052,GLP,20,2,2,F,6.1
Shaughnessy - Anderson,08BS052,GLP,22,2,2,F,6.1
Shaughnessy - Anderson,08BS052,GLP,27,1,2,M,6.1
Shaughnessy - Anderson,08BS052,GLP,29,1,2,F,6.1
Shaughnessy - Anderson,08BS052,GLP,29,2,2,F,6.1
Shaughnessy - Anderson,08BS052,GLP,31,2,2,M,6.1
Shaughnessy - Anderson,08BS052,GLP,35,2,2,F,6.1
Shaughnessy - Anderson,08BS052,GLP,6,1,2,F,6.2
Shaughnessy - Anderson,08BS052,GLP,27,2,2,F,6.2
Shaughnessy - Anderson,08BS052,GLP,39,1,2,M,6.2
Shaughnessy - Anderson,08BS052,GLP,26,3,2,F,6.3
Shaughnessy - Anderson,08BS052,GLP,40,1,2,F,6.3
Staels-Haddad-Lynton-Jenkins,08BS058,GLP,56,2,2,f,5.308
Staels-Haddad-Lynton-Jenkins,08BS058,GLP,53,2,2,unknown,5.523
Staels-Haddad-Lynton-Jenkins,08BS058,GLP,36,2,2,unknown,5.596
